epoch,train_loss,train_mu_loss,train_sigma_loss,val_loss,val_mu_loss,val_sigma_loss,val_rmse,val_mae,val_r2,val_mean_nll
1.0,0.45183518552692187,0.5704510230595163,0.3332193438277435,0.38852658405826135,0.45587104699965153,0.32118212341348995,6.1219658851623535,3.613412380218506,0.32069623470306396,3.168749704730345
2.0,0.25820949857808273,0.2941738961742192,0.22224509438625398,0.3430435033787903,0.4078785363163374,0.2782084429355396,5.672255516052246,3.1879780292510986,0.39107856154441833,5.089332083582744
3.0,0.23417263584429598,0.2742365588983979,0.19410871751747058,0.3471746736010113,0.41446420761205527,0.27988511667750127,5.7111639976501465,3.1648635864257812,0.38118404150009155,5.06190104179663
4.0,0.22538706020258556,0.2652735695396485,0.1855005455683206,0.3490468998544116,0.4129242037077539,0.2851695982976882,5.696383476257324,3.1156973838806152,0.3834437429904938,4.953939775967514
5.0,0.22132303561250008,0.2607592425735569,0.18188682349441435,0.34679469274152985,0.4133412192108503,0.28024813417326816,5.692143440246582,3.2309348583221436,0.38275283575057983,5.06350851218053
6.0,0.21728359470852648,0.25645726640338745,0.1781099228734924,0.344772202668291,0.40769934419201753,0.28184509094688687,5.734993934631348,3.184805393218994,0.3919546902179718,5.217523242710579
7.0,0.2142120085630203,0.25214082683528743,0.17628318198528423,0.34913483554847397,0.41415201027471776,0.28411763331652656,5.767970085144043,3.212693452835083,0.38221311569213867,5.571538593768575
8.0,0.2131216839566094,0.2500455651900429,0.17619779914498349,0.33444608963518974,0.394457197057712,0.2744349753228111,5.575414657592773,3.072059392929077,0.4110904335975647,5.150495036389355
9.0,0.21045476182164632,0.24660642528687707,0.17430310365361765,0.35121243507166927,0.4155393673284143,0.28688550051830547,5.743553638458252,3.2411491870880127,0.3798173666000366,5.273842793883753
10.0,0.2093490413645318,0.2452847799937275,0.17341329585929752,0.34392516455332295,0.4052405468968455,0.28260977761656275,5.690896987915039,3.1953346729278564,0.3953668773174286,5.4812410468781705
11.0,0.20595821270971293,0.24037685066030132,0.17153957633796105,0.3520136481472478,0.4164726552580756,0.28755467543198,5.831981182098389,3.259406566619873,0.3792153000831604,5.3959963397556105
12.0,0.20466587850424778,0.23833681541194796,0.1709949365796918,0.35044317673379743,0.41340620042827547,0.2874801530393194,5.771378993988037,3.262025833129883,0.3834088444709778,5.454486208060513
13.0,0.20411167330341137,0.23789842284169593,0.17032491143324716,0.3516144992237211,0.4139805888205619,0.2892484050336428,5.763739585876465,3.259460210800171,0.3824402391910553,5.830943235007581
14.0,0.1994316942109757,0.2297605736480057,0.16910281348468847,0.35081566790300966,0.4152866079765378,0.28634475763180384,5.749253749847412,3.259208917617798,0.3802650272846222,5.46209378098043
15.0,0.19833597277967802,0.2284840786332165,0.16818786621604082,0.35030478509012886,0.41234384101755506,0.2882656970637615,5.773824214935303,3.285728693008423,0.38508865237236023,5.519031411012986
16.0,0.19708001130649097,0.22585389583032112,0.1683061267079578,0.3513671554467226,0.41336907240225956,0.28936523389794794,5.703848838806152,3.289541244506836,0.38282179832458496,5.492017384338746
